id,text,video_url,iteration,created_at
5859,Important levels last week and we continue to see it strengthening so this is a big question now for the Asia trading day and of course Japanese equi About to open Korean equities about to open and will be well cozy following the China open just an hour or so from now Arms of the bond market we've got green on the screen across the board perhaps just a sense that there might be a little bit of From the most aggressive rate hikes possible there's another two and a half weeks till we get that decision from the Federal Reserve although this Wednesday we'll get the feds beige book and we'll get a sense of just in the last 6 to 8 weeks how they're looking at the economy how they're looking in a place and more Heidi Yeah coming up in the next hour OCBC says investors embrace for another week of volatility markers continue to grab with aggressive central banks and the risk Announcement we get the latest with ANZ. ,https://www.youtube.com/watch?v=dp8PhLsUcFE,406,2022-09-05 00:00:56
5860,"This is day vacation where counting down to ages major market opens hiding what a way to start the week we've got an energy crisis it's Bubbling over in Europe we've got China lockdowns doubling down it seems that's getting more severe we've got aggressive rate high Around the world there's a lot of things for investors to invest in Japanese 1998. Trading day and week it's underway. Digest I'm invest most likely but yeah in addition to the energy crisis we are seeing a pleather of central bank decisions this week Let's get you straight to the market open and what we're watching. Alrighty. Hi, cuz we can see now we've got the Nike opening a bit lower. That's not too Because US stocks did have another down day, down week, down 3 weeks for the SMP 500. All the recipe for 500 futures have been pointing a little bit stronger. Now, we see dollar yen continuing to arise. Again, the dollars rising yet has a weekend and again, the question is, what kind of response we may see this week Actually a little bit more positive so it's getting maybe the the sense that the stock market has worse day on Friday in the US and maybe things can steady from here and then finally And the week has begun and the question is where does it go next? ",https://www.youtube.com/watch?v=dp8PhLsUcFE,407,2022-09-05 00:05:19
5861,"Oh, Actually, you know, we are saying that you know, investors should be overweight cash at this juncture. I don't know, maybe 2030%, or maybe even more depending on your risk appetite. Depending on your time horizon, depending on your circumstances, I think it's very individual, individual. You could see you know further pullbacks especially the hike 75 basis points you know at the end of September and indicates it's gonna increase into sweets at a more aggressive piece in the coming months and then of course you know Europe is going through big challenges and so Maybe even October and November so I think it can create opportunities but kids are dry powder because essentially the markets will make you know you could see some some Gradually on tips. So when you look at gold you're among those who thinks that the outlook is improving is that because you the very least you see inflation peaking and even if central Don't stop hiking reads immediately that that will be a sign. Gold investor what would want to maybe say okay I'm gonna start picking up some gold Well, you know, I would say that you know, we are a mildly positive goal in this short term and that's because of the fact that you know, the world is facing several hit winds. The risk of a recession is growing. So that could all go well for goal. You know, give me the fact that other set classes like equities and Bullish ",https://www.youtube.com/watch?v=dp8PhLsUcFE,408,2022-09-05 00:09:39
5862,Is there going to change the equation because inflation is not just supply and driven but also the man driven and even in the inflation numbers come off the boil will they fall significantly I think the central banks are not looking for influential come down modestly you're looking for information to come down significantly so the question is work marketing prices It can be anything I don't see the changing just yet so the critical thing is not just about inflation coming down but the pace that usually comes down it needs to come down take Do a motor distance. Always great to chat with you OCBC's verse you've met in there let's get you to in New York with the first word headlines funny Heidi thank you Measures to rain and surging energy calls the emergency options include gas price caps and a suspension of power derivatives trading they'll be considered at a meeting of energy ministers on Friday Gaz Palm's decision to keep the North St in pipeline shut is bringing renewed urgency to Europe with Germany unveiling a 65 China has extended its lockdown in Cheonggu ordering more mass testing as it tries to contain a COVID outbreak. The Mega City is essential in young district. We'll further in terms of my lockdowns and extend control measures for at least 3 days. Two other parts of China are also under lockdown nationwide almost 1700 cases were reported for Saturday. Authorities in China and Japan are making preparations for typhoon henna nor the strongest global storm so far this year. ,https://www.youtube.com/watch?v=dp8PhLsUcFE,409,2022-09-05 00:13:57
5863,Vietnamese consumers are very aspirational. You've got millions of people riding motorbikes and they wanna be riding inside cars. Vietnam's biggest commemorate has really tapped into that The founder and chairman is fires to be the elon musk of Vietnam. Is Vietnam's richest mom without size ambitions? Not only to the Vietnamese but also Americans and other consumers around the world. You've been fast this successful that goes very well with the ambition of the communist party of Vietnam. But if they feel it will be very very hot flow to wind group and also to the national economy. ,https://www.youtube.com/watch?v=dp8PhLsUcFE,410,2022-09-05 00:18:17
5864,"In terms of the size of the right move but The ACB and the continent are just dealing with so many different challenges Yeah, this is very complicated, Heidi. I had a Nordic authorities actually over the weekend saying there's a risk of a Leeman style moment now in Europe. If these utility companies fall over. So, that gives you an Problem there. These are measures that the European authorities are talking about that will be discussed on Friday around possible price caps and liquidity interventions and maybe putting some kind of AA ban or temporary hold on derivatives trading etcetera. First of all, it would probably take time before we see the impact that does having on energy And probably it won't be enough in the near term anyway to stop the ECB doing what they're having to do and that's why it used to be around this space whereby You know they're having to raise interest rates in this extraordinary environment of sky high energy prices which of course are still inflation which of course risks a very deep recession in the Arizona and the the growth inflation story outside of energy across the rest of Europe is very different So this is a very complicated task for the ECB. They seem to be on balance at the moment coming down with a rate hike. However, it's question whether they go by 50 or 75. Chief AJ economic correspondent and the current that is actually a great shot the aggregate policy rates have risen by 1250 basis points this year this is the kind of cumulative impact that we've seen from G 20 Central Banks hiking in 2022 if you Track that is an invite we have no less than eight central bank decisions this week including the ECB the RBA the ones that were watching most closely was beginning of the Easter be this is how we're setting up when it comes to ",https://www.youtube.com/watch?v=dp8PhLsUcFE,411,2022-09-05 00:22:42
5865,"Potentially upset with a report that officials might be divided on quarantine policy to time we know there's many Trade associations etcetera in Hong Kong. They're looking forward to saying, hey, we're open again. We're open for business Yeah, I mean, this is in response to a Bloomberg story. Most likely that came out on Thursday. Now, the doctor Lo who's the health secretary in a blog post on the health bureaus website yesterday Essentially blamed foreign media for stirring things up essentially our stories said that there were divisions or debate as there should be Government about policy and that chief executive John Lee is a more favor of lifting the hotel quarantines completely for arrivals ahead of this big financial form sponsored by the government by the way on November 1 and second which is followed thereby very quickly On the third and fourth or fourth and fifth of November by the rugby seven sporting event both of these events supposedly attracting foreigners from outside to come to Hong Kong and that the hotel quarantine currently a 3 days is you know in inhibiting that this is the quote from Doctor Lo he says the report led readers to mistakenly believe that the Hong Kong Is divided and contradictory in the fight against the epidemic. Hong Kong government Hope they're divided. I hope they are having debates about policy. That's what that's how government Gets things done, isn't it? Guess how's pesky Bloomberg reporters? What are you gonna do Adam Steve? Stephen Engel. ",https://www.youtube.com/watch?v=dp8PhLsUcFE,412,2022-09-05 00:27:01
5866,Record under performance when it comes to domestic stocks that's bringing Bloomberg David for more and I hope you know the person who succeeds Boris Johnson shouldn't probably be looking at the Performance because it is dire. Yeah it's certainly not AA great scenario for anyone whether it be this trust or wish you soonec to take over from obviously have searching inflation that you stock markets under pressure US UK year to rising and so all of that and obviously your inflation a post Supposed to reach 30% not a good scenario at all and with a bank of England also wearing about recessionated this year so not a good Sorry for anyone to come in what is interesting with Liz Trust expected to win against no guarantee but suddenly she's the bookie's favorite to win if she was to win some of the policies and how will those react markets track to Budget and she's also indicate she may roll back a national insurance tax increase and scrap a corporate tax increase. You obviously that would Budget deficit which is not good news for guilt and it's certainly not good news for sterling but when there was already a current account deficit so a twin deficits are on a positive she's all set to play with a BOE Monday by Green Monday markets don't like bank of England and mandate being played with so that's not positive and there I Brexit may come back in she looks at Northern Ireland protocol so Liz Tress I have a story where she was Within the government and publicly so what do you think the message How do you think the market's gonna take this the how the pounds gonna react etcetera David ,https://www.youtube.com/watch?v=dp8PhLsUcFE,413,2022-09-05 00:31:18
5867,"CPI tune in to the line for some NFL NBA and MLB did you I absolutely retired too early. Right here on Bloomberg. Laura of Pama just causing the Bloomberg I thought you off with Singapore we're seeing the global S and B global Singapore PMI for August coming at 56 that is slightly slower lower I should say than the 58 that we saw previously that we also saw that whole PM I wanna Slowing from the prior 52. Three we did see that previous number the whole economy purchasing manager's index seeing the lowest reading since April 2022 Overall when it comes to peer my readings out of Hong Kong in particular so much of course of this hinging on what we see when it comes to the reopening of borders. Well also it was break now for everybody the Japan PMI for services Ashley edging up a 49. Five Latest month, August that is, it's the final reading that helps push the composite up a bit. Well, actually, I guess it's actually going down a bit now and that's un ",https://www.youtube.com/watch?v=dp8PhLsUcFE,414,2022-09-05 00:35:36
5868,"There's also the Asian Index which And that is on track Seven and a half percent down Year to date and I know there's still a couple of months left but we are on track roughly here for the worst year since 97 and if anyone can remember what happened in 97 that was the Asian financial crisis. So Dave there's a two typhoon a big one coming Chris watching a very closely Concern one of the stories we ran said maybe it'll push inflation higher but pushes prices up but could certainly hit market In this region. Why? Yeah, I mean, it it's a very big type when it's a very strong one and it's it's hovering. It's been hovering for days where it is. We put that on the map function here in the Bloomberg to give you a sense of where it is now and the days that come in is gonna be travelling very very slowly. It's not sure in an unlikely This point that it's gonna make landfall in Shanghai but already we're starting to see to your point Kathleen things like disruptions to logistics so you have at least over 100 Between Japan airlines and A and A for example that have been halted Taiwan has has Taiwan has actually worn this extreme rainfall and here's here's a crucial bit too. Shanghai. Right here. One of the world's largest if not the world's largest container port. Halted. Very very slowly. I run this area. Man, that's a really report for today. I'm getting Oh they're doing close ",https://www.youtube.com/watch?v=dp8PhLsUcFE,415,2022-09-05 00:39:57
