id,text,video_url,iteration,created_at
1349,"Welcome back to Yahoo Finance Live this morning everyone major averages they are down across the board for the Dow down nearly a percent SMP 500 little more than a percent and then as that composite about one. Four% right now triple digit decline day for the tech heavy average let's Over to Jared Blickery at the WiFi interactive more on today's tape jerk. Yes, let's check out the week here because we are adding or subtracting from the week scans and we can see the Nasdaq. These are the features down seven% right now and let's take a look at some of the sector action and we can see for Our day here. Here we go. This is actually the last 5 days. We might as well start there. Energy down one. Six%. By the way, you can see everything down here, but then health care, those are the 2 hour performers along with utilities and staples. So, kind of a defensive setup here, materials that are that's a US dollar story. Materials down seven and a half percent, that big Number from earlier in the week that really sent the dollar stronger and so text suffering as well industrial is a cyclical stocks real estate communication services all of those under performing the SMP 500 it's self down five% Let's take a quick look of what's happening today and we can see everything in the red although utilities and staples just barely so industrials again just taking it on the chin I I do wanna take a look at the effect Because we have the pound the British pound that is at a well I've lost track of how many decades it's been but if we take a look at what's happening there not since not since here we go we're gonna see the US dollar is stronger than it has been in quite some time and this comes as we celebrate the 30 ",https://www.youtube.com/watch?v=MjgtcSNRfZo,1,2022-09-16 13:45:38
1350,,https://www.youtube.com/watch?v=MjgtcSNRfZo,2,2022-09-16 13:49:36
1351,"You outline what the hotel's gonna be like who are you looking for to stay here because as you said it's got a lot of different things for different people so who do you view as sort of the target guest for this new property? Yeah I'll provide a little glimmer of positivity relative to the previous segments I watched and listening to you this morning I travelers are out in the world connecting again they're wanting to be back together again they're travelling in a combination of both work and pleasure sometimes referred to in our industry as bleisure business and leisure and we're Being strong post pandemic recovery in the form of travelers just wanting to get out and have experiences again. This lifestyle brand temple by Hilton is custom made for this type of traveler with a signature elements that meet the market where it wants to be met, meet these customers where they wanna be met with opportunities to conduct their work While having a wellness element as part of that and being able to experience incredible venues like Times Square. So, with our goal of serving every customer for every need and reliable and friendly stays with every experience. Again, we think this brand is sort of meeting the moment relative to today's traveler in a post pandemic environment. Man How you are the team mentions this brand in the annual poor or the 10 K it is for the modern achiever which you know what I think I am the modern achiever I'm your I'm your target demographic but I'll help you What type of technology has been built into this hotel? ",https://www.youtube.com/watch?v=MjgtcSNRfZo,3,2022-09-16 13:54:00
1352,,https://www.youtube.com/watch?v=MjgtcSNRfZo,4,2022-09-16 13:58:15
1353,"Our republic has had two very good quarters large part cuz we've been back to the office and people still view BR as a good place to get back to office work attire but still if I'm gap I would not be betting large sums of inventory in a long term banana But turn around nonetheless here's my take which again I'm not surprised about and there I am and those I knew Kanye Glass that is just great on all my graphics that we have done in the past year that by far is my my fave as I mentioned I'm on team Kanye he should have been taken care of better here by gap and they just did not Maybe got an investment from Gap or another retailer but still Kanye I'm glad he's no longer at Philly It's time for him to get his good design somewhere else beside the duties. It was such a missed opportunity. Yes. Actually, I think everybody can agree on that but it also comes down to how they mismanage what the entire story for Jay could have been. You have a person who is a former employee, who has been able to jedisen up the ranks over the years and work his way to being one of the top music Top musical minds of our time and now has been able to annex his name to so many other ventures as well especially on the clothing front and being a generator of a hype beast product in this environment where everybody's trying to do that is a difficult thing when you have Kanye or Yay that you're working with on that it would be Press not to be able to capitalize on that. They were able to do so in some of the viral products but it's not something that was sustained over an extended period. And the palm here is now, it is unlikely gap is going to be able to sign or other partnership. What person would wanna work with a company like Gap, just giving how this is unfolded. Probably no one. We'll see. We'll see if they're able to find somebody. Guys, coming up. We've got some breaking economic data on US consumer confidence after the short break. ",https://www.youtube.com/watch?v=MjgtcSNRfZo,5,2022-09-16 14:02:44
1354,"Estimates of September preliminary reading 59 and a half versus 60 which is what economists have been anticipating it did tick up a little bit month over month on the bright side I suppose current conditions lower than estimated 58. Nine expectations interesting here Then estimated a 59. Nine the 1 year inflation outlook ticking down a four. Six% the 5 to 10 year inflation outlook to. Eight% so still seeing Sort of a week footing not dramatically bad though not dramatically worse than estimated and the survey of consumers director Joanne Shung in the statement consumer sentiment was essentially unchanged is what she called it and she talked about basically not seeing a lot of change over In the report here. So, not not quite, you know, and this is a number that we know that the federal reserve has been paying more attention to as of late. So, it doesn't seem like there's anything in here that's caused for huge alarm. Whether it's the pricing, The value expectation and in the value received from any of the purchase activity that consumers are doing right now or just even the delivery of some of those larger scale purchases and I think specifically about whether you're purchasing anything from a home or you're just purchasing groceries, More frustrated with that process because of the pricing because of the inventory as well and just being able to get into either a new home or even to be able to just get groceries at a price that you expected before you were talking about how all of us are experiencing 13% ",https://www.youtube.com/watch?v=MjgtcSNRfZo,6,2022-09-16 14:07:02
1355,"Of the either travel plans or just the ability for people to to navigate and move about not just the country but more internationally this summer than some just passed. Yeah we should Brad but it's it's gonna take time so Consumption Historically been 7 years worth of growth. Cycle through that and we're back We're Recently saw for another few quarters services to be recently robust for another few quarters This is a point you made in the note to us which I thought was really interesting. You're looking at something called consumers discretionary, the consumers, discretionary cash inflow. That's the money they have to either save or spend on discretionary items and you said it's fallen by Through the first half of the year. So, it's sort of remarkable. If you think about it that you've seen that decline and yet the spending that you're discussing. It's remarkable and it obviously it it creates some concern for folks because the way Real quick. Consumer. ",https://www.youtube.com/watch?v=MjgtcSNRfZo,7,2022-09-16 14:11:20
1356,"Alright we'll leave it there Jason English Goldman Sachs 20 hours. Good to see you. Good to be at those conferences too. Have a great weekend. Yeah. See you too. Thank you. Alright, let's start continue to follow this fallout over at FedEx and let's bring in John Eid over at Argus John. Good to see you. Oh as always, look, this has been, this is a disaster quarter. Disaster prenouncing From FedEx a total reset of guidance what should investors be doing here Well yeah Brian it it hurts on the guidance for sure but this is also a black mark on the brand new CEO right he came on quarter or so ago replacing the legendary Fred Smith there was an activist investor Rattling sabers so the company is gonna be focused more on shareholder returns On capital expenditures. They did a big boost to the dividend. They announced a big share buyback. Changes to the board. Changes to the conversation policies. All of that. It really excited investors and now here Disappointment this morning. Some of the customers in in business partners expect ",https://www.youtube.com/watch?v=MjgtcSNRfZo,8,2022-09-16 14:15:39
1357,"John I think a lot of investors right now on our platform are reading the FedEx news as bad for UPS is that a fair comparison or should these two companies not be put in the same boat anymore because FedEx is not operating that well and maybe UPS is doing a little bit better. I would say UPS is doing a little bit better and I'd give a lot of credit to the new CEO at UPS Carol Tome who came over from Home Depot Has focused on margins, has focused on the dividend, has focused on the employees, and the service level, They're probably gonna come in at the low end of their range right Hard to buck these global Problems but i do think UPS is in AA better situation right now Although the FedEx stock might be a better value here certainly based on the price action this morning. Johnny director of portfolio strategy at Argus. Always good to see you. Have a great weekend. Thank you. Thanks. Coming up tick tock owner bike dance. It's getting a stock buyback game. More on this and a look at other ",https://www.youtube.com/watch?v=MjgtcSNRfZo,9,2022-09-16 14:19:59
1358,"Last month the consumer financial protection bureau launched a probe into the company's credit card practices. Tiktok's parent company bite dances offering the buyback three 1 billion dollars worth of shares at $177 a share. This has the company plans and plans for an IPO or stalling out. The offer price implies evaluation close to 300 1 billion dollars though in a memo to investors. If I can't also set, it's extending, it's stopped incentive plan Other 10 years. Appeared in front of congress facing calls to block China from accessing US user data. Live golf having trouble nailing down a media partner in the US according to the Wall St Journal both Amazon and Apple passed on the media rights for the tour. The tech giants join ESPN, CBS, NBC, Violations by Saudi Arabia including the killing of journalist Jamalka Shoji Conservative social network parlor is restructuring. The company says it will now focus on providing services to online businesses that are at risk of being forced off the internet due to controversial content. Parlor bought a cloud services provider to create what it calls an uncancellable economy. Part of the restructuring parlor also launched a new parent company called Parliament Technology ",https://www.youtube.com/watch?v=MjgtcSNRfZo,10,2022-09-16 14:24:36
