id,text,video_url,iteration,created_at
4504, Press enter button to open the ceiling and unlock it In the next video check the bottom double app Tap click�� Copy to Turn on the page Select the image should get calibrated,https://www.youtube.com/watch?v=P0NpLu_aghw,103,2022-11-01 00:06:26
4505," ==== Gate ==== Shares of Uber are leaping higher this morning by 16% after revenue jumped 72% year of year. EBITDA came in higher than projected as well. Wedbush Security is managing director and senior analyst Dan Ives joins us with more on Uber's numbers. Dan, it's great to see you. First of all, the company predicted that bookings are going to continue to expand in the fourth quarter. What we've been talking about and what we're really curious about, is there any sign of pushback on pricing from Uber, which has gotten a little bit higher here. We're not seeing the same level of promotioning that we were. Yeah, I think that's an important dynamic. I mean, we're not seeing as much promotion driver shortages or in the rearview mirror. And really what's happening is that consumers are really starting to accept those higher price points. That's important for anyone that's seen peak rides in major cities, mean price points are up significantly. This is a tailwind for Uber. And I think in terms of that, God, and this is a shock to the upside. I mean, street was skeptical going in. And I think this is Dara and Uber flex their muscles coming out of the pandemic. Dan, if they're flexing their muscles, what does this mean for Lyft? Because I think we've learned maybe in the second quarter, Uber is doing so well right now that may be coming at the expense of Lyft. Well, Lyft continues to be the little brother to Uber. And I think that's been an issue for them, promotional activities continue increased. And remember, Uber has the global platform. Lyft continues to be domestic. Now, in theory, this bogewell for Lyft, but that's when they continue to trip over their shoelaces in next week's and important earnings for them to really prove it after it's been a choppy road. Of course, there's a lot of attention on the mobile and delivery. But some of the new tests that we're seeing Uber roll out might suggest that they're interested in getting more into the ad space. And some users saying push notifications for other companies via Uber, what type of net add on could this mean for Uber? And is that something that customers have even been asking for? Yeah, I think Brad speaks to like any of these global platforms, the advertising is going to be an opportunity. And I think that's something under the radar, Uber is going to further and further build this. They're going to control the software and the ecosystem, which is positive not just for the company, but even for drivers down the road. And look, they're trying to walk a tight balance here because drivers need to be happy on the platform. Obviously, the labor law in terms of the Department of Labor employee contractor issue. So Uber.",https://www.youtube.com/watch?v=doe_i8TBvqg,1,2022-11-01 13:48:47
4506," high balance here because drivers need to be happy on the platform obviously to labor law in terms of department labor and employee contractor issue. So Uber knows that that's in the background have to continue sort of increase the monetization of the platform and let drivers make as much money as they can. Let's talk about that department labor issue for just a moment, right? Do we get any commentary about that from the company and how are you modeling that? How likely do you think that there'll be some changes on the regulatory front? Yeah, look, it's a big issue. Now, not as owners as we'll see the Prop 22 issue in California that ultimately went, you know, Uber and Lyft's way, but this is an issue. I mean, coming from the beltway on the federal side, but I do believe the bar is a little worse than the bite. I think Uber and Lyft there are some ways around this in terms of the contractor employee issue. If ultimately, if drivers are able to see where the rides are picking up and where they're going, gives them more flexibility. And some of these are sort of loopholes that I think Uber is getting ready for because instead of battling this all out and for it, I think there are some business model changes, slight, which could ultimately get around this. And this is going to be playing out for next 12 to 18 months, but so far, Barx worse than the bite. Dan, while we have you here, you're a big name, big presence on Twitter. How much would you pay to keep your checkmark and use Twitter each month? Okay, I think we can talk about the $20. I think in some, you know, obviously many have come out to beating that. I mean, I think it's a smart move, right? And in terms of the monetization of Twitter, and even if you get a subset of that that ultimately came with that blue checkmark, it just starts to move this forward in what's been a treadmill platform in terms of Twitter. From monetization perspective for the last five to six years. Dan, we were talking earlier with Lauren Goodwin of New York Life, and particularly about some portfolios that have shifted purely defensive, but in tech, do you believe that we've started to see some of the bottoms be set in, or is there still more room to the downside that bar should be whereup? I personally believe the bottoms in the rearview mirror attack. I think numbers have been cleared, decks have been cleared in terms of numbers. I think a lot of portfolios are positioned very underweight pack. And I think as we go into early 2023, even if there's a slight pivot from a Fed perspective, I think tech ripped higher. And I think it's the most negative I've seen investors go back 2008. And so far, this earnings season, despite last week on large cap, which was generally a hard show, especially with meta and Zuckerberg in the head striker moment, it's not been as bad as feared. And I know you're looking at the particulars for these companies, Dan, but you've got to think that higher interest rates is going to continue to be challenging, at least perception wise, for many of these companies. Oh, no doubt. Look, obviously, raising capital is almost becoming possible now. And this is all just pen year driven, right? The yield that continues to be arbitration on tech stocks. But I do believe relative to where the valuations are, what growth looks like going into next year. And now, as they start to sort of come out of this as we go into the look on the other side, the economic storm, I think a lot of these companies are going to be better positioned than they were, even pre sort of economic storm. But it's going to, it's not all going to be treated the same, right? If you even if you look at last week, you got Apple, then you compare that to meta. So those are going in a totally different direction. So I do think, Julie, it's going to be more of a bivocation of tech, rather than all goes down or all goes up. And I think that's where starting to see play out during the earnings season. See how goes, Dan, good to see you. Ed Bush, minister and director and see your equity analyst always good to get some time with you. Well, coming up despite housing market flowdown, Saas has got a hot take on home depot. I wonder if the Trek's report is shaking his face.",https://www.youtube.com/watch?v=doe_i8TBvqg,2,2022-11-01 13:52:45
4507," Music Music Music Nice. With the housing market slowdown and 30 year mortgage rate over 7%, Sasi, Shun Light on an interesting meeting between city analysts and the management team at Home Depot, including the Museo, the appropriately named headdecker. We didn't say it was Ted Trex. It's Ted Decker in this case. Ted Decker. Now this note by the team over at City, Steven Sacon is a lead analyst. I really caught my attention because of how absolutely bullish it was, just given everything we've seen like Julie mentioned on rates and the housing market slowdown. A couple of reasons why just this really meet distilling some of the notes or tea takeaways from this note from Steven. Home Depot really seeing home price appreciation over the past decade as a key driver of its business. Old homes, older homes or just old stocks in the US means the potential for more remodeling as these homes get sold. Low housing inventory suggests more supplies needed to build more homes in this country. And lastly, opportunity to get more business from contractors. This is an area of Home Depot's business, a growing and always been a very important part of their business, especially relative to lows, which has started to make a lot of enrollments into the pro business. Looking at Steven's analysis and ratings here, he has a buy rating on Home Depot, $340 price target on the company and he has a neutral rating on lows. But look, I think my take is this. And it fits into what we heard from Trex today and a lot of the suppliers like we've talked about, Home Depot stock is down 30% this year for reason. In the area of the Home Depot apron, very, very cool. I really dig that one. Home Depot is one of my favorite stores. But rates are higher, how home sales have slowed, people are pulling back on remodeling activity, we saw in a whirlpool, we saw it in Gen. Rack and we certainly saw it within Trex today. Well, it also comes back to sourcing materials and being able to get the necessary materials to actually get the products developed that come into the store. And that's a byproduct of all of the relationships that they have with suppliers as well. And so, from the supplier part, getting materials and then from the different manufacturers of those products that go into...",https://www.youtube.com/watch?v=doe_i8TBvqg,3,2022-11-01 13:57:20
4508," of the relationships that they have with suppliers as well. And so from the supplier part, getting materials, and then from the different manufacturers of those products that go into a home depot store, then it comes down to the contracts that they're able to get to actually push that product through to so many of the contractors that they work with. Yeah, you know, this, what we're seeing right now with Home Depot, took you back to us and analysts actually covering Home Depot during the great financial crisis. And what I underestimated and do not properly account for is when the housing market really starts to turn in a negative a way, it will take a couple quarters for it to show up and Home Depot's results. So you could week be having this conversation in the middle of next year and maybe Home Depot sales are slightly only increasing in terms of same store sales or just flat out falling. Not talking about crashing sales, but again, not the Home Depot and even lows that we have become known for. We have been seeing the past two to three years. All right, well, quickly what I mentioned in the economic data that we got in the past few minutes and that's the PMI, the purchasing managers index from S&P, global to the final read for October, coming in at 50.4 versus the 49.9 that was estimated. So in other words, expansion, an unexpected expansion in that number. We're gonna be getting the ISM read on that in just a moment. Coming up on the other side of the short break, we've got some breaking economic data on Java, job openings on the other side. And ISM. And ISM. Foto. Foto, that's the same feeling. Yeah. Good night. Welcome back to Yall Finance. I'm Brian Saisi here with Julie Hyman and Brad Smith. Another earnings heavy morning with the likes of Pfizer, so fine Uber giving up beat outlooks. All three major industries are in the green right now following some of those better than expected earnings reports. But Julie now let's let's start on some breaking news on the jobs front. Yeah bad news for the Fed job openings in the US to 10.72 million in September. That's it.",https://www.youtube.com/watch?v=doe_i8TBvqg,4,2022-11-01 14:01:56
4509," expected earnings reports. But Julie, now let's let's start on some breaking news on the jobs front. Yeah, bad news for the Fed job openings in the US to 10.72 million in September. That's an increase from 10.28 million and it's higher than about the 9.75 million that economists had been estimating. Why is that bad news for the Fed? They have been trying to put their foot on the break pedal. Slow down the US economy to such an extent that inflation will fall. They do not want this hugely expansive job market that we have seen and of course we're getting another read on this on Friday. When we get the monthly jobs reports, so not only that, we also just got the ISM manufacturing survey 50.2 50.2 was the reading there. That's two tenths of a percentage point better than estimated prices paid though. Here's a little glimmer of hope. Prices paid in the ISM manufacturing report 46.6. So below that 50 measure and much better than estimated also below what it was the month before New orders ticking up a little bit to 49.2 in that report. An employment ticking up as well. So on balance what is perhaps good news for the economy is perhaps bad news for the interest rate outlook. Yeah, and one huge thing, especially as you were mentioning employment that sticks out to me a moment ago as we were thinking about where the key areas are for us going into this monthly jobs report on Friday to keep a close eye on where we were still seeing some actual tick higher in notable job gains and leisure and hospitality and health care. Where the other sectors are, where that starts to edge lower here as we've started to see some companies have inclination to actually pull some jobs off the table or more massively as we've heard right now in some of the hiring freezes. That largely shows up more in the Joltz data. And so it's going to be interesting week for employment more broadly as a whole as we get some of that preliminary data kind of coming into the big cajona of the mall if you will on Friday with the monthly jobs reporting employment situation. Yeah, it was just interesting, Julie. As soon as you were reporting the Joltz data, you saw the market really tick lower. So you almost have to, I think, be rooting for a not so good jobs report on Friday. But this data would suggest that data or that jobs report might come in pretty strong again. Yeah, it could do, which again, we might not see a positive market reaction to your point. Absolutely. Taking a look at the markets here as, well, they're holding on to gains right now early on today's session. Shifting gears here are just briefly the three ships, three ships left Ukrainian ports under the Black Sea grain export deal today. And the second day of sailings after Russia suspended its participation, that's according to the initiatives United Nations led coordination center. The bottleneck of ships waiting for Russian inspection, easing now that it is out of the operation. But the big question is, will that boost in grain flow hold? The tech forum finds president, tech forum funds president and CEO Sal Grivarty joins us now. Sal, great to speak with you as always. First and foremost, just a huge view of what's going on there. What is the need to know about the situation? Well, I think what people need to know is Russia pulling out, actually, as you just mentioned, Brad, a sped up delivery. Yesterday, you had more ships and more grain tonnage basis, leave Ukrainian ports than since the agreement started. So Russia was slowing things down, perhaps intentionally or not. But they were an impediment to grains flowing more freely. They are now flowing freely. You've got a lot of ships there trying to get out. They are loaded. You're going to see a burst of exports coming from Ukraine, which is much needed. Ukraine is well ahead of their corn export pace from last year, which is interesting. They're behind, but catching up on their wheat export pace. And you'll see a lot of ships leave there in the next several days. What moves forward is going to be tough. With Russia pulling out of the agreement, it runs a lot of risk. It's a wartime area. You will see insurance rates go up. You'll see shipping rates go up. You may see people avoiding sending their ships back into Ukraine to pick up more grain. That will be a problem. That said, Russia has got plenty of grain. You just have to go a little bit east in the Black Sea and you get the Russian ports. And you can pick up all the grain you want, but there are payment problems there. People are afraid to get into the payment system with Russia. There's a big slowdown. And people are afraid their money will be inadvertently frozen. So it's not illegal to buy grain or fertilizer from Russia. But people are afraid to do...",https://www.youtube.com/watch?v=doe_i8TBvqg,5,2022-11-01 14:05:46
4510," with Russia, there's a big slowdown, and people are afraid their money will be inadvertently frozen. So it's not illegal to buy grain or fertilizer from Russia, but people are afraid to do it. It's now their supplier of last choice, yet they are the world's largest holder of exportable supplies of both wheat and fertilizers. So talk to us out on balance, and hi, by the way, on balance, what is the supply demand equation look like as we go in, and particularly the supply, look like as we go into the winter here, it sounds like still relatively well supplied, even with these threats from Russia. That's right. We are well supplied, but understand the global balance sheets are tightening. I think we've said this before, and we've got confirmation from the USDA in their October report that this will be another year where the world produces a record amount of wheat, yet we also will use more than we produce. So if you let that sink in, producing a record amount, yet it's not enough. That means global balance sheets over time are tightening, and the big issue for wheat is that if wheat backs up in Ukraine, if ships don't go back in there because we're in a wartime environment, and Russia's pulled out of the deal, there's too much uncertainty now for ship owners and traders to go back in there. If we're in a wartime environment, and people aren't buying from Ukraine or from Russia for that matter, if they're the sources of last resort, which they will be because of the risks involved in sending ships into the Black Sea, what you're going to do is back up supplies that are sitting there, and you can only hold wheat for so long. It'll go bad. Farmers have already planted this year's crop. They plant in the fall, this winter wheat, but apparently Ukraine has planted 40 percent less. Russia probably has another record planting. But if we don't pull the wheat out of there in the next, say, six months to nine months, next year, when they go to plant, they may not plant as much. And with the global balance sheet tightening to have reduced wheat plant things is going to be a major problem moving forward next year to two or three. So I'll give in this environment, what's the read through to consumer prices? I think that, again, we've spoken about this before. Energy has a bigger effect on your box of cereal, say, than does the actual price of the grain. But I think in terms of overall consumer prices, you've got a floor on the wholesale price of grain. The cost of production is higher. And right now, there's too much uncertainty in the world and too much of a tightening balance sheet for grains to go back to their old levels that we saw, say, two years ago, where we were at cost of production. You've got an underlying floor on grains. And China appears to be short food. They're importing. They're buying. They're selling wheat out of their stocks. And sometimes they only sell certain percentage. They sold 100 percent of that wheat this week that they offered. That may be locking their people down because of commodity, particularly food shortages in different areas. It could be a problem. So between China and the supply issues and risk issues in the Black Sea and China's demand, global supplies of grain are going to continue to tighten in the future here. To create on funds, President and CEO, Sal Gilbert, thanks so much as always for that inside and perspective, Sal. Appreciate it. Pleasure. Everyone, shifting gears and taking a look at the major averages here as we are about 38 minutes into today's trading session. Let me pop out of there real quick and give it on us over to the U.S. major averages. The Dow Jones industrial average is actually slipped into negative territory. That's now down by about a quarter of a percent. And we'll take a look at the intraday chart here. There you can see we started off higher on the day, but have taken a bit of a nose dive here to the downside. And the NASDAQ composite, that too. Now a negative territory flat, but to the downside right now about seven points in the red. But you can see the move that's really taking place there on the far left side of your screen. And then the S&P 500 also flat, but to the downside. But again, same case there about 10 a.m. we got some economic data that poured in. And so the market's starting to react to that. But I also want to take a look at some movers that we've got here on the day. And particularly, there is one mover that I want to zero in on. And it comes in the form of Activision Blizzard. I'm just going to locate their ticker symbol very quickly here. It's up by about 1.2 percent. And also keep an eye on Microsoft shares with regards to a ton of news that's coming out from the companies today, particularly around the review of this acquisition. And of course, the EU is setting.",https://www.youtube.com/watch?v=doe_i8TBvqg,6,2022-11-01 14:10:08
4511," Microsoft shares with regards to a ton of news that's coming out from the companies today, particularly around the review of this acquisition, of course. The EU is set to conclude their review of this on November 8th, and it seems that the latest out of this review is that considering Sony was said to be worried about Call of Duty here, that the EU has not had any concessions received from Microsoft there. So it seems like the review is going to move forward, Activision shares reacting positively here. Microsoft shares they were holding onto gains earlier in today's session, but we've seen a lot of movement take place as well as we've gone on throughout the rest of today's trading activity. Also some new Call of Duty stats that came out today. I'll share those on my Twitter later on. All right, I'm ready for the retweet. Always a big game. All right, before we head to break, we're keeping close eye on Airbnb. Head of its earnings do out after the close today. Evercore ISI analyst Mark Mahaney is reiterating an outperform rating into the print, says Mahaney, to see upside to these streets, Q3 gross bookings, revenue, and night estimates given overall positive trends in third-party data, such as TSA throughput. Worth noting here, Airbnb has been among the top-crediting tickers on the Alpine platform among or over the past 12 hours or so. Here are the other headlines we're watching now in business and beyond. A federal judge has blocked Penguin Random House from buying rival publisher Simon and Schuster. That deal would have been worth $2.18 billion and would have joined together two of the five largest book publishers in the US. The Biden administration had argued that the acquisition would hurt competition for publishing rights to top-selling books and the judge agreed. Penguin Random House owner Bertels Minnes has it will appeal the ruling. It's on the hook for a $200 million fee to Simon and Schuster's owner, Caramount Glove.",https://www.youtube.com/watch?v=doe_i8TBvqg,7,2022-11-01 14:14:35
4512," In the judge agreed, Penguin Random House owner Bertelsman says it will appeal the ruling it's on the hook for a $200 million fee to Simon and Schuster's owner, Paramount Glow with global if-to-deal, indeed ultimately does not go through. Pilots of Delta Airlines are calling for a strike unless an agreement can be reached between the Pilots Union and Delta. Negotiations are continuing with the union saying it's still driving to an agreement, and the airline saying progress has been made. The news comes as airlines overall struggle with labor negotiations, particularly in the wake of COVID. In Johnson & Johnson, a Johnson announcing it will buy a biomed, which makes heart pumps designed to help treat heart conditions in a $16.6 billion all cash deal. That buy will add to Johnson & Johnson's medical device portfolio, including contact lenses and implants. All this is the company's bulk of its medical device offerings. It plans to eventually separate its consumer-facing brands like Band-Aid and Tylenol into a new independent company. And the Supreme Court temporarily blocked Congress from obtaining former President Trump's income tax returns from the IRS. That decision by Chief Justice John Roberts came a day after Trump's lawyer filed an emergency application seeking not delay. A federal judge had previously ordered the IRS to hand over the tax returns to the committee, which I said it wants them as part of a probe of how the agency audits presidential tax returns. South? Cryptocurrency exchange, Binance, helping to fund Elon Musk's deal for Twitter to the tune of $500 million. Binance says it hopes to help Twitter buy better and corporate crypto into the platform. Here to talk about that prospect, tank, peng, Zhao, founder, and CEO of Binance, and our very own crypto reporter, David Hollerith. CZ, always good to see you. Thanks for giving us some time here. Is this more of a bet on Elon Musk or more of a bet on the future of Twitter's platform? I think to be honest, it's a bit of both. I think, first of all, we want to support free speech. And this is one of the best choices, best chances to do that. Elon Musk is a very strong entrepreneur. We want to support him too. And crypto, Twitter is a ton square for crypto and most of the worst hard topics. So it's a good place to support free speech. And CZ, Elon Musk has gone back and forth, at least, from what we've seen in court documents that showed his text messages. He was initially talking about doing a blockchain Twitter to improve some of the problems he's laid out for the company. And then he also has said that maybe that's not possible, maybe it just won't work. And I'm curious to this juncture, what you're thinking about a crypto implementation or Twitter might look like and how realistic you think it is. I think Twitter today is a centralized platform. So moving that in one giant step into a fully decentralized platform is going to be quite difficult. I think we've got to get there in incremental steps. And for any entrepreneur or any company in today's environment, we've got to make many adjustments as time goes on. So it's very natural for his stock process to change over time. But overall, Elon is a very strong entrepreneur and we want to support him. CZ, Elon has been making some strategic moves with regard to who he's placing within Twitter, who he's bringing over from Tesla into the new Twitter that he sees moving forward. He's even said previously that the Twitter board that he decides to put together won't be paid if he was successful in acquiring the company. Post acquisition and knowing how much you believe that Twitter could improve with some of the same technology that Binance already has, perhaps, and the same ethos as well. Is this a position that you would want on Twitter's board? I'm not against it, but I'm also not actively pursuing it. I'm not very good sitting on boards. I don't enjoy those topics like long meetings, etc. But if my help is needed, I'm happy to, but I'm pretty busy running Binance. We want to give all the support we can, but we'll see what Elon decides. Speaking of sticking to your knitting and running Binance, we see, obviously Elon Musk, who is running a couple other companies, now he's doing Twitter. The initial reports coming out, frankly, have the feel of throwing spaghetti against the wall, as we say. In other words, maybe we'll...",https://www.youtube.com/watch?v=doe_i8TBvqg,8,2022-11-01 14:18:45
4513, in a couple other companies now he's sort of doing twitter and the initial reports coming out frankly have the field of throwing spaghetti against the wall as we say in other words uh... maybe we'll charge people for the check marks maybe we'll take away free ads from twitter blue like there's all this stuff sort of field sort of trickling out it doesn't feel like there is a unified strategy coming from us right now at twitter as an investor what do you and as a user what do you want to see so i think that's very very normal uh... as a investor as a user and as also a fellow entrepreneur i think it's very common to just like you know have many different ideas and see what sticks um... so it's really literally likes throwing spaghetti on the wall and just hope something sticks um... that's entrepreneurship um... so many i'd different ideas should be tried and should be tried quickly uh... i think that my as a user my biggest problem with twitter is over the last year or couple years um... there hasn't been a lot of new features being introduced there should be new features every month every week every day um... and we just see what sticks uh... that's very normal what would what would be the thing that you would want to see from twitter in terms of a new feature actually agree with a lot of what you know you lost ideas edit button um... the way the list blocks band bots there's a lot of bots that spammy my comments section when i when i open my account uh... twits for comments and uh... blue tics uh... they should become more they should be a cost to it i actually really support that idea so all of this should shouldn't really take more than a week to implement each um... so we should have done that like you know a year ago so i'm very supportive of Elon's idea let's let's move quickly let's try new ideas yeah to that point too it's one of the largest uh... uh... benefactors of cryptocurrency trading volume um... thinking of this whole bot situation there you know there are we know from uh... the crypto side of twitter that there are plenty of accounts that share um... you know uh... uh... coins and and pump the price and things like that so i'm curious uh... given that you're also thinking about the free speech mentality on twitter um... how do you think that problem is solved uh... now that you have a financial stake um... i think um... there's a balance between free speech and also pump and dump marketing manipulation uh... hate speech uh... just or just pure lying or or fake information so there has to be a line that to be drawn um... it's not an easy problem to solve to be honest but i think Elon's in a much better position to solve that problem than the uh... look to the screen currently there's too many spam bots on twitter today and so with regard to the hate speech though do you think that there is a significant policy change that needs to be enacted in order to make sure that that is removed from the platform that it is not just a place for free speech but also a place where free speech is not convoluted with hate speech on the platform i think that's a very fine line to draw um... it's gonna be tricky um... i think between hate speech and free speech that's a very fine line but some of the other stuff are much more clear um... fake news um... spam... spam much easier yeah so you see uh... one part of making a good return uh... on an investment like this is Elon running an effective business uh... whether it's sales or profits do you support him laying off 75% of that twitter workforce to get those profits um... i think there's those are two different things i think uh... laying off a portion of the staff it's just to become more efficient um... twitter today doesn't have a very strong business model but it could potentially have very strong business models so i think those two things are separate it's not to say i think uh... revenue is not by saving cost uh... not revenue doesn't come from saving cost um... that's i think twitter's ability to generate revenue far exceeds the it's cost center today um... there's many new revenue models that can be implemented on twitter like charging for blue ticks uh... even charging for comment issue nfts uh... for each tweet um... usually untalking in the future so all of those things can generate revenue for twitter and uh... it's not limited by the by the by the cost savings i happen to think charging for blue checks is a really bad idea but we'll take that offline cz uh... discuss another time by nc o cc o,https://www.youtube.com/watch?v=doe_i8TBvqg,9,2022-11-01 14:23:05
