id,text,video_url,iteration,created_at
17019," When I was 24 years old, I saw the UFC on a paper view on TV and I was so overwhelmed by the athleticism, the skill. And then at the end of the fight, the combatants hugged a shook hands and I just fell in love with it. The part of UFC's appeal is it doesn't look like a ballad athletic display of martial talent and mastery as much as it looks like a bar fight. We choose to do this because we love this sport but it is a business and if you do not treat it like a business, I guarantee you that the promoter is and you will be left broken, broken at the end of your career. Each of us have an individual story but as with anything you take enough of these individual stories and you see not only crossover but intersectionality. A group of former UFC fighters that are suing the UFC scored a key legal victory on Thursday when a federal judge said he would grant their lawsuit class action status. There have been fights in every major US sport about workers' power in the labor market. I don't think there's a guy in the sport from the guy who just got his first fight all the way up to the Conor McGregor's that is pleased with the way the UFC treats fighters. The way we've been strong armed, the way we've been coerced. Fights over unionization in some sports, fights over free agency in baseball and in boxing the Muhammad Ali Act which restricts the kinds of contract terms that can be imposed on boxers. The fighters who brought this lawsuit see it as the continuation of a tradition in sports of athletes fighting to have agency and power in the terms of their work and who they do it for. Mixed martial arts used to be pretty culturally and legally fringed in the United States. It was banned by most states. John McCain had famously called it human cock fighting. There are some rules in the UFC but to a large extent all sorts of body parts and tactics and attacks are on the table and people get seriously injured at times. My nose has been broken multiple times. I had my right back to oral torn off how to get that reattached. I've had my job broken to two places I've had my neck broken. I had my left ankle broken how to get that repaired. I've had a torn right labor in my shoulder. I broke my eyeball. I mean the bone that holds up my eyeball. I've had my left eye orbital fracture twice where my eye caved in. I was walling my own blood. I knew don't blow your nose or both eyes of the world. At the time that UFC was bought for just $2 million by the former boxing coach Dana White and a casino owner. He had been friends with Lorenzo Fertita and his brother Frank Fertita. UFC was struggling as were other mixed martial arts promoters. It was pretty much a fixer upper. The money that they spent to actually purchase it for $2 million was much less than the money they quickly had to sink into it in order to revitalize it. They've hold off a multi pronged strategy that was quite successful. First they did what White has referred to as running towards regulation. They found ways to make compromises with state regulators so that the sport would not be illegal. And at the same time, they also popularized it. They made gambles like paying the production costs themselves for the first season of a reality TV show the ultimate fighter on Spike TV. UFC.",https://www.youtube.com/watch?v=dp8PhLsUcFE,5425,2022-10-22 00:00:24
17020," show the ultimate fighter on Spike TV. UFC under Dana White had a gift for weaving, compelling personal narratives and rivalry, people throwing shoes, a guy coming to the octagon with who let the dogs out playing while he was dragging another guy on a leash. My first contract with the UFC is kind of an interesting story, because here I am on this reality show, the ultimate fighter. And they started to realize how big of a stepping stone this was going to be for the UFC. Sat us all down individually, put a contract in front of us and said, Hey, we realized that this is going to be huge and we really want to have you all a part of the UFC family movie and forward. So we want to go ahead and get this out of the way just sign this simple contract and we'll be able to move forward is as one unit. But as I'm looking at this thick contract and wondering what I should do, Dana White looks at me and says, don't worry, this thing takes off. We'll take care of you. The fighters would say at the heart of UFC's power is the contracts that it signs with fighters. Before boxing had competition boxing used to be dominated by a few dominant promoters and the contracts were ported over from boxing. And the contracts are basically designed to control every aspect of a fighter's career. They're long term. They last multiple fights. Fighters under these contracts are bound to fight only for UFC for a period of time. And UFC can extend that time if a fighter declines a match or if a fighter gets injured. They control who the fighter fights. They control when the fighter fights. And then they have a number of different clauses that make it very difficult for a fighter to ever break free from UFC if that fighter ever did want to become a creation. Contracts are so one sided. There really is no negotiation room for any of the things, especially as you're coming up and as their stranglehold on the sport of MMA got so much stronger. Part of what's at the heart of this lawsuit is the ways that UFC successfully took other competitors off the board. The UFC had such a stranglehold on mixed martial arts and as they were buying up so much of the competition, shutting them all down, they really became the only option for anybody that wanted to do this professionally. If you follow Dana White's Twitter or watch him on YouTube, you could have seen Dana White calling himself the grim reaper and bragging about how he has defeated or derailed or acquired one after another company that tried to compete with the UFC. In 2011, UFC acquired strike force, which at the time was the most prominent rival still standing. It was a great buy this year for one more time. Scott Smith and come Lee. The CEO of strike force Scott Koker has said in the past that he saw himself like Luke Skywalker up against the death star trying to compete with UFC. Eventually when strike force was bought out by UFC, my only option was go to UFC because they had the rest of my contract. Now I'm under a contract where it's only an 18 month contract with six fights, but five years later, I'm still stuck in the contract.",https://www.youtube.com/watch?v=dp8PhLsUcFE,5426,2022-10-22 00:04:48
17021," The month before UFC's parent company, Zufa, completed its acquisition of Strike Force, a UFC executive sent an email and the subject line of that email was, we own MMA. The UFC has admitted in documents that have now become public, that they've almost never lost a fighter that they wanted to keep. In internal UFC emails, we now know the company referred to what it was doing as choking off oxygen to the competition. The most important oxygen that UFC allegedly ran afoul of the law by cutting off to its competitors is the fighters themselves. And not only did they make it clear to us, they made it clear to the whole mixed martial arts world, there is no negotiating. These are very strict, never-ending contracts and that's the case for this day. The UFC just says, oh you want to fight for us, you sign here if you don't want to, we've got 20 other guys that'll take your spot. They have 70, 80, 90% of the top fighters under exclusive contract, meaning that those fighters are not available to any other MMA promoter. And fighters, even if they wiggled their way out of the very restrictive contract that UFC imposed on them, didn't have another professional mixed martial arts option because there weren't robust rivals to go sell their work to. On Tuesday afternoon, a class action lawsuit was filed in US District Court in San Jose against Zufa LLC with fighters, Kung Li, Nate Corey and John Fitch attached to the suit. Rampe Jackson came to me and says, hey, Kung, I know this lawyer, he will help get the fairness for the fighters in the marketplace. And I decided I wanted to step up for all the fighters that being affected. At the end of 2014, more than six years ago now, a group of now all former fighters filed anti-trust class action lawsuit against UFC. And in broad terms, the case is an antitrust case where we're claiming that the UFC is both a monopoly and a monopsony. Usually when we talk about monopoly, we're talking about the power that a company has when it becomes the only one selling something. Monopsony is about the power of being a monopoly purchaser of something, and particularly a monopoly purchaser of labor. A key argument in this lawsuit has been about as UFC succeeds and its revenue sores, how much should we expect that absent illegal conduct the fighters pay would soar as well. In UFC, year after year, the share of the company's revenue that goes to actually paying the workers doing the fighting has hovered around or below 20%. And what this analysis shows through complex statistical regression modeling is that if the UFC was competitive and did not allegedly violate the antitrust laws, it would pay its fighters 50% or more of the revenues is generated just like baseball, just like hockey, just like basketball, boxing. If instead of paying 20% of the revenues generated, it paid 50% or more of the revenues generated, the fighters would have made $1.6 billion more during the period that we measured 2010 to 2017. Sometimes when you write about allegations against companies and particularly about lawsuits against companies, those companies don't want to say a whole lot about them or are pretty dismissive of the significance of litigation against them. UFC in their comments to me has been pretty feisty.",https://www.youtube.com/watch?v=dp8PhLsUcFE,5427,2022-10-22 00:09:03
17022," or are pretty dismissive of the significance of litigation against them. UFC in their comments to me has been pretty feisty about this, saying that they see this lawsuit actually as a threat to the ability of businesses to take risks and succeed, and that they don't want to roll over, that they want to fight it and they want to defeat it. The fighters I talk to describe having side jobs, being reliant on UFC in part because after taxes and expenses, they weren't making enough money to feel financially secure. The overview of my career from a financial perspective is, you know, something I've had, a challenge in admitting, I can tell you now that I lived in my mom's attached to a rock the entire time I was fighting ahead. The second job is about turning a bartender, a third job as a personal trainer, just to make ends meet. Nate Quarry told me that over his time in UFC, he fought fights while he was tens of thousands of dollars in debt coming into the fight. It gets so disheartening because I've seen fights that are called the fight of the year. This is just that this brutal war and they battled for four and a half rounds until one guy's body just gave up and then you find out, oh, that guy made $60,000 for that fight. In one of the hearings in this lawsuit, UFC's attorney argued that if the fighters were really the product, if all that UFC were selling were the fighters, then the fighters wouldn't need UFC at all. That a fighter is not themselves the UFC product anymore than an Apple engineer who makes a cool iPhone is the product that Apple is selling. We the fighters make this whole thing happen and it's been driven by Chuck LaDelle. It's been driven by Reyna Coutures, been driven by Conor McGregor, it's been driven by Brock Lesnar, it's been driven by all the greats that have walked before us and that walk this path right now. We are the product. If the fighters are not the product, then go ahead and release us from our contracts. You'll do fine without us. Clearly. It's the identity and rank and popularity of those fighters that attract the eyeballs and make the sport what it is and if you can lock all those up and keep them from other promotions, you can dominate the sport, which is what they've admitted they've done. William Isaacson, a lawyer for UFC, said in a statement that UFC has spent many years building a world-class organization enhancing the brand of our athletes and championing the sport of MMA. UFC pays its fighters more than any other MMA promoter with average fighter compensation rising by over 600% since 2005. Our efforts have raised the global popularity of the sport and the overall revenue potential of all MMA organizations and athletes. In December of 2020, the judge announced a crucial step in this lawsuit, which is that he is going to certify it as a class action. Class certification makes this lawsuit a much more significant threat to UFC and the judge made clear long before saying how he planned to rule that he expected whatever he did to be appealed into federal appeals court and on from there to the US Supreme Court. So we are likely in for many more months and years of wrangling over this. Kyle Pingsbury said that he doesn't think any settlement would be acceptable unless it includes a change to the restrictive contracts that UFC uses to keep fighters bound to the UFC. My son is about to turn six years old and it started when he was in the womb. We're in this thing to the end to change the sport forever. We want the same freedoms that are offered in any other major sport and we're every other major sport has gone through what we're going through right now. People tell fighters, you know, just shut up. Look at how lucky you are. Well, no, actually we're fighting for what we",https://www.youtube.com/watch?v=dp8PhLsUcFE,5428,2022-10-22 00:13:28
17023," People tell fighters, you know, just shut up. Look at how lucky you are. Well, no, actually we're fighting for what we believe in. We're going to continue being fighters, and that's how we are made. We're going to continue being fighters, and that's how we are made. We're going to continue being fighters, and that's how we are made. Every nation that's a coastal state has some region of the sea floor that falls within their territorial waters, and many countries including the US, the area that's underwater exceeds the area that's above water. So huge amounts of nations, areas and regions are just really unexplored, uncharacterized. We don't really know what's there. We know less about our sea bed than we do about the surface of the moon or Mars. Only 20% of it has been mapped. A map of the sea floor could lead to all kinds of discoveries, like numerous species, and rare earth minerals like cobalt that we need for electric cars and mobile phones. The value of all the gold deposits are loan on the sea floor is estimated to be around $150 trillion. A map could also help us when tragedy strikes. Malaysia Airlines Flight 370 disappeared from radar screens. The mapping of the ocean floor has been carried out. The problem is that the southern Indian Ocean is just so incredibly huge. To me, a map is a fundamental piece of understanding of who we are, where we are, where things are. Once you understand something, you start to value it more. When you start to value something, that's when you start to really think about making it healthy and preserving it and keeping it going. A map is the first step. It's the basic understanding that you need to figure out where you are. Oceans. They cover over 70% of the planet, but most of what lies underneath is a mystery. The sea floor is a really fascinating landscape. We don't have a lot of data to describe the shape of it in detail. But in places where we do, there are spectacular features. There's meandering channels with all kinds of interesting topography. There are canyons, there are sea mounts, mid ocean ridges, all kinds of things that we see on land that are just basically hidden from us by the water. As it stands, this is what a map of the sea bed looks like. All that black? Those are the parts we haven't mapped yet. At present, most people think that the sea floor is actually mapped because you'll see a world ocean map and you can see some shape of the sea floor. But most of that is based on prediction. Roughly 80% of what you see for the world ocean floor is modeled based on measurements of the sea surface height and a computation based on gravity. In 2017, the Nippon Foundation and the General Bathometric Chart of the Oceans, or Jebco, launched Sea Bed 2030. It's a collaborative project to collect and collate data ocean wide and create a complete map of the sea floor by the end of the decade. To do this would take one ship around 350 years at a cost of up to $3 billion. That's why data is harvested by all kinds of vessels from fishing boats to fish.",https://www.youtube.com/watch?v=dp8PhLsUcFE,5429,2022-10-22 00:17:54
17024," To do this would take one ship around 350 years at a cost of up to $3 billion. That's why data is harvested by all kinds of vessels from fishing boats to freighters. Because there is so little data, it's important that vessels that are capable and willing to acquire data when they're just moving around the ocean do so. So we have a lot of data that's collected during transit. There's a lot of academic requirements to make data publicly available. There's industry data that's starting to become more and more available. There's government data. So there's a lot of different ways that this data is coming in and it's a really messy and challenging puzzle to put together. But what's exciting is that it's a puzzle to put together. Since SEBA 2030 launched, the area map has risen to 20 percent and all the information collected is freely available. The more data we have collectively and other people can access, the faster the discoveries are made, which really pushes forward our understanding at a faster rate than if you held onto that data and it was only you with that data. Things like machine learning and artificial intelligence are also going to kick in in the next decade. Because with all this data, they'll be able to make connections that are a lot faster than perhaps we would have been able to, which then again feeds our human understanding and also gives us new ideas, new ways of thinking, of exploration. Until the early 20th century, mapping technology was simple. Usually a weight attached to a long rope known as a led line. After the Titanic sank in 1912, explorers proposed using sound waves to find its hull in the North Atlantic. This led to Sona, the most common technique used for mapping today. Operated by the Schmidt Ocean Institute, the Falcourt is an 82 meter long research vessel, equipped with two multi-beam Sona systems that have helped Deborah Smith and a team of other marine technicians to map over a million square kilometers of the sea floor. You know, you go from somebody with a rope with some knots to Sona or acoustic, that is, I call it, math magic. But it is incredibly advanced mathematical technology to be able to measure the distance and time of travel of sound on a moving ship. Multi-beam mapping works by using Sonares. So Sonares is taking sound and the measurement of time. So you have a multi-beam Sona, and it sends out a ping of sound. That sound travels through the water column, hits the sea floor, and comes back to the ship, and we measure that time, and we're able to calculate the distance. Each individual ping of sound has many, many beams. So it looks like a giant fan across the sea floor, and that fan is moving along the sea floor. So you have many tiny little beams going across, and they're traveling along a track. You can look at that data and look at both the peaks and the valleys and the highs and the lows and sort of create a three-dimensional image of the sea floor. The accuracy of multi-beam Sonares really depends on the water depth that you're in. Think of it like a flashlight beam, and if you're holding a flashlight and you're shining it on the floor, the closer you get to the floor with your flashlight, the smaller that beam is. If you have 400 of these beams all across, so think of 400 people holding a flashlight. The closer they hold that flashlight to the sea floor, the smaller your beam is, which also means the smaller that you can find information or data about. So it really depends on the depth of the sea floor in order to see how much you can define an object. This variation in depth means that mapping resolution will range from 100 by 100 meters in shallow waters to 800 by 800 meters in the deepest parts of the ocean, which go down as far as 11,000 meters. Remotely operated vehicles or ROVs can then be sent down to investigate sea bed features up close. We've just crossed the 1000 metre mark. It's 4.6 degrees C, and now we're going to drive the ROV down at a high rate towards the sea floor. On a recent mapping expedition, scientists on the Falcore discovered a 500 meter tall coral structure in Australia's Great Barrier Reef. The first to be discovered in a...",https://www.youtube.com/watch?v=dp8PhLsUcFE,5430,2022-10-22 00:22:15
17025," On a recent mapping expedition, scientists on the Falcourt discovered a 500 meter tall coral structure in Australia's Great Barrier Reef, the first to be discovered in over 120 years. A place that is incredibly popular, well-visited, well-traveled, you know, we're still finding new things. You don't know until you map it. And so until you get that sort of high-resolution picture, you don't know the sand waves or the old river beds that used to be there, or the waterfalls off the side of a volcano that used to be above the surface and now is below the surface. It's a little bit of everything. Think of let's say Hawaii or someplace where you see a volcano above the water, picture that below the water. I'm really kind of obsessed with the whole concept of stale here. Although we can create 3D models and, you know, kind of come up with these visualizations, it's not the same as that feeling of looking out over this big landscape. But, I mean, I think we'll get there soon with VR and other kinds of technology, but it's really spectacular to think about, especially with the familiarity that some of us have with these features, like what it looks like. We look out at the ocean and it just looks flat, maybe with little bumps. We really don't think about all of this that's underneath, and it's really an amazing landscape that's just hidden from us. With more than 90% of the ocean deeper than 200 meters, fleets of autonomous vehicles could make the data gathering process faster, cheaper, and safer. And new discoveries might help with exploration of all kinds. I think the ocean can actually provide us with huge incidences, we go out into space as well, and look for life and other kinds of life forms. I also think in this next few years, we will have a different kind of access to the ocean because of virtual reality and augmented reality. And so that will allow us to sit in our living rooms and really experience what's underwater in a different way and see this different alien planet. You You Since the dawn of man, meat has been on the menu. And even with growing trends of vegetarian diets and plant-based substitutes, around 89% of the world population consider themselves omnivores. We have come a long way from our hunter and gatherer roads. We have managed to establish a whole industry designed to feed almost 7.7 billion people. We have maximized production and we managed to reduce hunger over the past couple of decades. And although we've become exceedingly efficient at putting meat on the table, raising livestock animals by the billions comes with its own set of consequences. If animal agriculture continues to expand the way it has, there is a race that we won't be able to stop climate change. But with rapid advances in technology, we might soon see a food industry that leaves all those problems behind. I'm going to fight to be one of the world's",https://www.youtube.com/watch?v=dp8PhLsUcFE,5431,2022-10-22 00:26:27
17026," I'm about to be one of the world's first commercial customers for lab-grown meat, cultured meat. It's a bit just as the company and I'm very, very excited. Here is the chicken. It's pretty crispy outside. It's really good. I mean, look, it's really tasty. Here at 1880 in Singapore, cultured chicken is being served under a regulatory approval granted by the Singaporean government. It's the very first time a cultured meat product, meat made from animal cells grown in a lab, has been approved for commercial sale. Eat just the company behind these chicken nugget-style dishes is based out of San Francisco and got their start in 2011 developing plant-based egg substitutes, like mung bean scrambled eggs and mayonnaise. But it wasn't until 2017 that they announced they were shifting focus to a cultured meat product. In order to feed the world that we live in, a lot of animal protein, we need to take a third today and it'll be more tomorrow of our world and make it dedicated to feeding chickens and cows. We go to areas that are filled with biodiversity rainforests, taking a bulldozer to them and planting soymne corn to feed the chickens that we climate change is accelerated to the end of the day. We use these as accelerated by the kind of animal production that we engage in. When we bring animals in tiny little spaces, it accelerates the probability that more zoonotic diseases are going to impact our families. And from a morality perspective, why do we need to cause any harm to any other living thing? To have dinner that tastes good, it does not have to be that way. And those things underlie the force of this idea. The total alternatives that have made it to the market thus far have been plant-based. Immutation beef and pork made from ingredients like pea protein and coconut oil by companies like Beyond Meat and Impossible Foods. That's a very different proposition from cultured meat, which is made from actual animal cells. I'm a huge fan of any company of any person trying to make a product that's improving the food system, including all the plant-based proteins. Maybe in some future menu you'll have this kind of cultivated chicken and you'll also have a plant-based version. That's fine. But I guess you have to ask yourself in our lifetime, is that diner likely to also remove the conventional option on the menu too? We do think we need a more permanent solution. We do think we need if you will in-game to this problem. And we just think this is more likely to be the path to achieve that. So animal cell technology has been around for several decades for applications such as development of vaccines and other biotherapeutics. The first known prototype of cultured meat was done by Mark Post earlier in 2011. And essentially it was developing beef baddie. It was a very expensive prototype. If I'm not mistaken above 250,000 euros at the time to produce just one beef baddie. It was more of a group of concepts to really demonstrate that this technology is possible and that it can be done. The weight that we grow and produce culture chicken is essentially a weak isolate chicken cells from the chickens without having to kill them. So from a small biopsy for instance, we mercy cells in a liquid broth that contains the nutrients that the cells need to survive and be healthy and to grow. We really need these cells to multiply, to reach the numbers that are sufficient to make a meat product. We're looking into the cells that are really important for meat. So we think about muscle cells, fat cells, by the isolation we are able to form those muscle tissues in culture. The culture happens inside of a fermentation tank, what we call the bioreactor, which is essentially providing the same conditions as the animal body. We're going to warm temperatures, some sort of mechanical stimulation so that the cells that are exposed to very similar conditions that they have inside of the animal. After the cells proliferate and reach a certain density, the final step is essentially to separate those cells.",https://www.youtube.com/watch?v=dp8PhLsUcFE,5432,2022-10-22 00:30:56
17027," that they had inside of the animal. After the cells proliferate and reach a certain density, the final step is essentially to separate those cells from the liquid broth that they are in. We just make sure that the product meets our quality and safety standards, and then those cells are ready for consumption. Milk, cheese, yogurt. A lot of those derive from fermentations. The only difference is that they are starting from a different cell type. In this case, we're just using the animal cells as the initial and beginning of the product. Beatjust has developed chicken nuggets so far with far more textured chicken breast plan for the future. But another cell-based meat startup, Memphis Meats, has already started working on culturing other animal cells as well. We've done beef, we've done duck, we've done chicken, and these are things that are favorites in various parts of the world. For instance, people in America love beef and chicken. People in China love duck. So we wanted to show that we at Memphis Meats can produce meats that we as a global population love to eat. There's a lot of similarity in how we grow the meats from various animals or fish. But they're also different because of nutrients they need and how they actually come together to form the final product they meet. And I think it's very similar to how we also grow various animals. There's similarities in the feed that we gave cows and pigs and chickens. But there's also differences how we cultivate and it's very similar for us as well. So we've been working with the FDA and the USDA for the last three years and really developing the guidelines on how this food should be regulated when we come to the market. As soon as we get regulatory approval in the United States, people will be able to go to the supermarket and buy it and enjoy it. They'll be able to go to a restaurant near them and order meat directly from animal cells. But it's not just getting the meat right. Once approved, the gates open to a very high potential demand and scaling becomes the next big hurdle. Before we can only make chicken for myself, my friends, my girlfriend, my family, my colleagues, now we actually have the ability to make chicken for millions of people. So that allows us to invest into allowing the economies to scale to drop the price. The second is we need to reduce the cost of the nutrients that these cells are consuming. So they think chicken feed raises or drops a price of chicken. The nutrients we feed ourselves does the same things. We need to drive that down. The cell density is another technical element. We need to continue to increase that and hammering on those things. So of course, the next five, 10, 15 years, we'll put us in a place where we're significantly below the cost of this animal protein. And that will be one of the main inflection points that will lead to a new way of eating meat. So here's a close up of a half-eaten crispy chicken bite. You know what? What I'm really thinking is, just I'm eating chicken. I like chicken. You know, the normal chickens eat. I don't know where they came from. And so I don't know why I should be very stressed where this came from either. The meat market is worth more than $1 trillion annually and there are over 60 startups in the cultured meat field. Cultured meat has attracted several prominent investors, including Sarah DeBrin, Richard Branson, and Bill Gates. What is also interesting is that even meat giants, such as Cargill and Tyson, have invested in space, it's this destructive potential of the market, as well as the promise to greatly reduce the climate impact of meat production that has attracted investors. It remains to be seen who will get regulatory approval in which countries and whether consumers will like lab-grown meat enough to make the switch. And while there's no evidence that lab-grown meat is any less healthy than traditional meat, there's an ongoing debate over how healthy eating meat is in general. But if these products are a success, they could be the beginning of a more humane, less destructive meat industry. The food and ag industry is the most innovative industry in the world. It's always figured out how to feed a growing population. And we've never failed doing so. And it's been very clear to us that we are part of that, and we're going to figure out how to feed the next 3 billion people joining us. And I just see an evolution. We can do...",https://www.youtube.com/watch?v=dp8PhLsUcFE,5433,2022-10-22 00:35:23
17028," failed doing so. And it's been very clear to us that we are part of that and we're going to figure out how to feed the next three billion people joining us. And I just see an evolution. We can do this a bit differently. We can do this in a way that is consistent with the kind of people that we want to be, the kind of planet that we all want to live in. We can build a food system that reflects really the best characteristics of who we are. And that makes me really helpful. In possible foods might be the world's most ambitious company. Just listen to founder and CEO Pat Brown. People wonder how big the plant-based meat industry is going to be. It will be the meat industry in 20 years. We're going to look back and basically say, wow, remember back in the day when we used to his animals to make meat. Yes, impossible stated goal really is to replace the use of animals as a food production technology globally by 2035. That would mean supplanting a $1.2 trillion industry not to mention a source of sustenance as old as time. To be fair, the company has got a lot of people talking about its products. So there's this thing called the Impossible Burger. What's called artificial meat? The realest, the realest, the realest burger in the world. Not bad. But before impossible foods can take over the world, it's going to have to overcome strong competitors, penetrate tough new markets and generally transform its product from a conversation piece into a ubiquitous staple food. With the coronavirus turning the world of food upside down, this could be the moment when impossible foods was founded in 2011 when Pat Brown, a longtime vegan, was nearing the end of an accomplished career in biochemistry. I've been astounding just my whole life and just came to this realization that by far the most important scientific question in the world is what makes meat delicious? Pat Brown, someone call a zealot for his mission. He really doesn't hold back when it comes to talking about wanting to completely replace animal agriculture. Producing meat from animals is the most destructive technology on earth and if we're going to avert catastrophic climate change, we have to find a better way to produce meat. You've probably heard about the dangers of cow flatulence. Their digestive systems produce large quantities of the powerful greenhouse gas methane. In fact, it's estimated that livestock farming is responsible for nearly 15% of all greenhouse gas emissions. Impossible claims it takes 89% less GHGs, 87% less water, and 96% less land to produce its burger. The key of course would be to get people to actually eat the thing, which is where the company's secret ingredient comes in. Him, a genetically engineered substance with a bloody ion rich taste like red meat. So, him is a very controversial part of the Impossible Burger. It's also what makes the Impossible Burger what it is. There are a lot of consumer groups and anti-GMO groups that oppose the Impossible Burger because of the him. The studies on its safety are pretty short term, but the FDA has approved it.",https://www.youtube.com/watch?v=dp8PhLsUcFE,5434,2022-10-22 00:39:37
